,year,data-year,cfips,county,state,microbusiness_density,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio,pct_moved_from_abroad,pct_moved_outside_state,pct_moved_within_state,pct_moved_within_county,pct_households_married,avg_family_size,pct_unmarried_same_sex_households,pct_housing_owner_occupied,pct_divorced,pct_never_married,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree,pct_multilingual,pct_below_poverty_level,pct_unemployed,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government,pct_housing_single_detached,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
6323,2021,2019,1107,Pickens County,Alabama,0.7432765816666667,0.0,0.0,0.0,35.483870967741936,20.3,98.7,39.3,20243,30.0,32.3,42.2,90.9,0.4,2.4,1.9,5.2,45.47597224040854,3.02,64.4,,11.5,31.2,99.66375252185608,79.5,90.7,20.0,20.6,11.2,25.3,5.0,22.7,10.3,30.0,2.208921191392333,3.890551517742625,6.427248111728659,10.8,6.6,18.3,63.5,66.1,10.0,0.3,39848.0
6324,2021,2019,1109,Pike County,Alabama,1.8411321666666665,0.0,0.0,18.6307519640853,40.29180695847362,28.0,98.8,50.9,33333,22.6,29.5,31.2,92.1,1.6,2.3,5.0,6.9,38.30704249633652,3.68,58.2,,10.2,47.0,96.38242894056847,86.6,97.7,71.7,24.2,26.9,23.3,5.8,24.4,6.1,30.5,5.345911949685535,11.23499142367067,4.845626072041166,7.300000000000001,5.3,17.6,57.3,66.3,14.1,1.5,37446.0
6325,2021,2019,1111,Randolph County,Alabama,2.654310541666667,0.0,0.0,18.6046511627907,11.627906976744184,28.1,97.2,36.8,22647,35.2,37.3,43.4,95.4,0.0,1.3,3.4,5.9,48.8738221098598,3.19,71.7,,10.9,28.3,94.60743224364349,89.0,82.4,38.6,20.6,13.6,23.6,2.1,16.9,4.2,26.4,5.180282975810132,5.180282975810132,4.347329986307623,10.3,6.3,13.7,71.4,69.8,9.6,2.2,43395.0
6326,2021,2019,1113,Russell County,Alabama,2.3161577416666668,0.0,0.0,0.0,52.36363636363637,16.0,97.7,40.4,57952,22.5,39.6,36.3,92.6,0.3,8.1,2.8,6.9,42.65755309087783,3.1,69.0,,13.5,31.4,95.32514234342224,91.0,78.6,22.8,24.0,20.3,26.7,6.6,20.7,6.4,30.2,6.6861449864498645,9.137872628726289,8.718665311653115,5.7,5.7,18.6,67.7,71.3,11.4,1.7,42443.0
6327,2021,2019,1115,St. Clair County,Alabama,2.8375865916666663,0.0,0.0,10.874200426439232,42.43070362473348,12.7,98.6,29.2,87989,26.7,37.4,40.3,100.1,0.0,1.0,4.7,6.2,58.172056436508925,3.17,71.0,,12.8,22.8,96.8392737054472,91.0,86.7,21.4,30.3,19.4,22.9,2.6,12.2,5.3,30.3,5.058820474199496,6.133949671488301,4.388812423715168,8.3,4.4,11.1,69.8,78.2,10.6,1.4,58308.0
6328,2021,2019,1117,Shelby County,Alabama,7.118141891666667,0.0,10.205992509363297,19.9438202247191,42.13483146067416,8.5,99.1,31.9,213432,24.2,38.6,39.3,93.9,0.2,2.4,4.8,5.8,59.55418812005525,3.18,81.8,,10.3,25.6,97.46490676723236,86.2,81.2,43.5,27.2,19.5,29.0,8.2,7.5,3.6,46.3,10.87711416243132,8.363986933610386,3.6381845580733625,9.3,8.0,12.5,76.6,88.3,28.4,2.5,77799.0
6329,2021,2019,1119,Sumter County,Alabama,1.0280494275,0.0,0.0,0.0,0.0,24.3,99.6,54.6,12797,27.6,30.5,35.6,86.3,0.1,0.8,3.7,1.7,27.81622452902729,3.21,50.5,,10.4,48.3,95.55555555555556,91.8,91.6,65.4,20.2,22.3,21.3,3.4,31.8,9.7,28.6,3.5422978326730368,7.807037986483337,7.364250757399207,4.8,7.0,28.1,50.2,63.1,11.4,0.9,24320.0
6330,2021,2019,1121,Talladega County,Alabama,1.6570304583333335,0.0,7.71484375,3.3203125,37.01171875,17.1,98.8,38.0,80387,28.6,35.2,41.3,93.4,0.1,1.4,3.5,8.4,44.1790093964007,3.02,64.4,,12.8,31.3,98.02170733584788,93.3,81.2,29.4,20.7,22.9,23.9,3.3,19.1,8.5,28.6,4.431110825900019,7.556311364948982,5.823653981903356,7.5,4.8,15.6,63.3,73.5,9.4,1.3,41325.0
6331,2021,2019,1123,Tallapoosa County,Alabama,3.2967489833333334,2.9268292682926838,12.682926829268292,15.609756097560975,22.195121951219512,27.7,97.2,42.3,40541,36.1,35.9,44.7,93.3,0.1,1.7,3.4,4.6,49.69453872261648,3.01,72.3,,11.9,26.9,95.460399227302,95.3,86.4,26.1,22.8,17.5,24.3,2.6,18.9,9.9,29.9,4.12725709372313,6.177657252463787,4.7556055294662345,9.6,6.3,14.2,71.0,74.9,11.8,0.6,45828.0
6332,2021,2019,1125,Tuscaloosa County,Alabama,5.375757816666667,0.0,8.766233766233766,19.480519480519483,54.38311688311688,20.0,98.4,43.8,207305,19.5,31.8,33.0,93.2,0.4,4.2,3.8,9.1,45.334731786754254,3.32,67.6,,10.2,41.8,95.77139928241928,89.1,94.8,62.1,29.0,23.6,19.3,5.5,17.7,5.8,35.8,4.475428913064366,9.931993124579629,3.277568407229867,7.699999999999999,8.0,18.3,66.0,80.4,18.4,1.7,53326.0
6333,2021,2019,1127,Walker County,Alabama,1.5284631166666667,0.0,0.0,14.105793450881611,7.8085642317380355,19.7,98.2,40.5,64110,32.4,37.9,42.1,96.3,0.1,1.1,4.4,8.2,51.2930173068468,3.04,66.3,,13.0,23.1,96.6418271557147,93.3,96.1,31.6,21.5,19.3,18.5,2.3,18.1,8.4,27.1,4.349963135905628,9.015319079216845,4.059146391414762,8.3,5.4,14.5,65.4,72.0,7.4,1.5,43629.0
6334,2021,2019,1129,Washington County,Alabama,0.9278862425000001,0.0,0.0,29.03225806451613,35.483870967741936,30.0,97.4,24.0,16541,31.4,39.0,43.7,97.3,0.2,0.8,2.6,3.0,53.57262103505843,3.37,70.9,,12.8,28.0,96.81955138935386,91.6,76.9,27.4,28.7,17.5,17.7,1.3,21.1,7.3,25.3,3.314224292368327,7.183805087782156,3.0275886778932284,5.5,4.9,12.4,70.8,61.8,7.1,0.6,41370.0
6335,2021,2019,1131,Wilcox County,Alabama,1.1270154591666668,0.0,0.0,0.0,68.75,33.3,98.6,31.9,10681,33.3,42.4,40.5,88.5,0.2,0.4,3.0,3.3,32.64141152049818,3.67,50.4,,9.3,44.1,99.68520461699894,88.3,90.2,24.8,20.8,14.2,29.8,2.7,30.1,15.3,22.5,2.337228714524207,7.212020033388981,7.612687813021703,8.2,6.1,18.6,50.1,53.7,8.8,0.5,31014.0
6336,2021,2019,1133,Winston County,Alabama,1.201081825,0.0,1.1194029850746268,15.298507462686567,29.1044776119403,29.8,99.0,26.4,23784,36.8,35.7,45.2,98.2,0.2,0.8,3.3,6.9,50.69849874895746,3.04,69.0,,15.9,21.4,91.22126834671836,96.9,95.1,30.1,24.4,17.9,17.1,2.5,17.6,7.3,24.5,2.6535087719298245,5.25219298245614,3.0153508771929824,15.9,4.7,12.4,68.5,65.8,7.3,1.2,35788.0
6337,2021,2019,2013,Aleutians East Borough,Alaska,1.0341261966666668,0.0,0.0,10.0,60.0,21.8,97.3,31.9,3385,12.3,18.7,42.5,150.4,2.3,6.5,2.6,5.0,39.325842696629216,3.23,80.3,,8.4,40.2,98.93333333333334,97.9,79.4,4.9,23.9,14.3,23.6,33.8,13.8,3.9,16.8,1.7346053772766694,3.72940156114484,11.448395490026018,11.1,2.2,24.5,80.3,62.4,8.0,0.0,69250.0
6338,2021,2019,2016,Aleutians West Census Area,Alaska,1.1839129083333333,0.0,0.0,28.57142857142857,28.57142857142857,40.1,89.4,17.7,5698,7.9,22.5,38.6,145.8,3.2,6.6,2.9,7.1,45.745577085088456,4.56,36.2,,11.7,35.1,98.36065573770492,97.7,70.8,6.1,45.2,16.9,24.2,58.2,6.8,2.1,18.3,1.3315926892950392,5.117493472584857,9.112271540469974,5.1,2.4,18.1,35.2,77.2,13.9,0.7,87466.0
6339,2021,2019,2020,Anchorage Municipality,Alaska,6.559217325,0.0,6.086956521739131,56.72240802675586,29.29765886287625,9.2,95.3,35.6,293531,16.2,37.7,33.6,104.0,0.9,4.3,1.8,12.8,47.761502153574746,3.27,63.2,,11.7,34.5,94.78679531956035,93.4,82.0,29.1,38.5,23.1,16.9,17.8,9.0,5.7,41.1,4.2412900872173545,10.421494247437863,10.230980739219437,8.6,10.0,21.1,49.7,90.0,22.2,2.8,84928.0
6340,2021,2019,2050,Bethel Census Area,Alaska,0.7715786441666667,0.0,21.428571428571427,64.28571428571429,14.285714285714285,25.5,65.6,27.5,18134,12.5,61.3,27.3,109.5,0.1,1.1,2.2,8.8,44.08554243706838,4.35,86.6,,5.9,48.9,96.68787014696206,99.7,90.2,5.7,23.5,21.7,8.3,62.7,28.3,18.4,35.2,1.8260451705910616,4.485023226013134,18.10027230498158,5.5,22.5,45.9,83.0,73.3,7.5,1.8,53553.0
6341,2021,2019,2060,Bristol Bay Borough,Alaska,13.201438583333333,0.0,22.22222222222222,0.0,44.44444444444444,67.0,96.5,14.7,875,14.3,29.6,42.9,149.3,0.1,4.7,6.3,9.0,46.17834394904459,3.07,81.8,,12.6,28.7,100.0,97.2,63.6,10.0,32.2,25.9,10.5,6.9,7.2,9.7,31.8,3.418803418803419,8.974358974358974,16.025641025641026,13.5,7.1,31.2,78.7,78.3,18.9,2.9,79808.0
6342,2021,2019,2068,Denali Borough,Alaska,14.588580666666667,0.0,0.0,8.333333333333332,41.66666666666667,60.0,97.1,8.7,2246,11.8,14.7,42.1,114.9,5.4,21.4,6.9,3.1,44.86133768352366,3.12,89.4,,10.5,38.9,100.0,82.4,85.5,14.5,34.7,22.9,14.1,11.9,16.3,1.5,19.1,1.0610079575596816,33.819628647214856,5.2387267904509285,7.9,5.0,16.9,88.3,89.9,26.2,0.5,81719.0
6343,2021,2019,2070,Dillingham Census Area,Alaska,1.6461808500000001,0.0,0.0,58.333333333333336,16.666666666666664,41.9,77.4,24.4,4961,17.1,52.9,30.2,105.1,0.1,1.8,4.0,9.3,40.9250175192712,3.72,82.9,,7.6,44.1,94.51162790697674,97.5,96.2,0.8,40.4,11.1,5.5,38.0,17.2,11.9,48.0,3.251231527093596,3.793103448275862,14.926108374384237,5.3,28.0,37.9,81.6,75.9,9.0,0.5,56898.0
6344,2021,2019,2090,Fairbanks North Star Borough,Alaska,3.8713413083333332,0.0,1.1510791366906474,30.35971223021583,45.75539568345324,18.1,94.0,36.8,99072,14.8,36.6,31.3,117.0,0.8,6.9,1.9,10.2,51.23521609373272,3.15,70.9,,11.0,33.2,94.55221568019832,85.2,87.5,27.8,43.3,25.0,11.7,10.0,8.0,6.5,35.8,3.5750362334753394,7.685888708331504,13.573279458913436,7.8,9.6,29.4,62.2,85.8,19.0,2.2,76992.0
6345,2021,2019,2100,Haines Borough,Alaska,5.330490416666667,0.0,3.333333333333333,25.0,71.66666666666667,40.4,89.4,19.0,2518,50.9,51.6,44.7,106.2,0.0,0.8,4.1,8.1,55.21350546176763,2.97,84.7,,13.5,18.2,90.1531728665208,99.5,100.0,0.0,49.4,13.3,7.7,8.4,11.3,4.8,38.8,4.149026248941575,14.309906858594411,11.346316680779,27.3,14.7,24.5,84.4,83.8,16.4,2.3,58059.0
6346,2021,2019,2105,Hoonah-Angoon Census Area,Alaska,5.031186858333333,0.0,14.634146341463412,17.073170731707318,34.14634146341464,51.9,95.8,22.7,2139,31.9,23.4,49.6,114.5,0.0,4.4,5.1,3.0,43.23640960809102,3.14,86.6,,16.5,31.7,97.41379310344828,84.3,95.1,5.7,33.4,22.5,7.1,12.0,10.3,10.7,33.5,1.0679611650485437,13.689320388349516,16.601941747572816,19.9,7.1,32.0,84.6,64.1,15.5,0.6,59803.0
6347,2021,2019,2110,Juneau City and Borough,Alaska,3.808553775,0.0,18.238993710691823,79.87421383647799,1.8867924528301887,7.5,96.7,32.9,32227,19.0,32.7,38.1,105.0,1.0,4.6,2.0,11.5,47.94887977279899,3.09,61.1,,12.0,31.0,98.263957388045,92.3,86.5,25.6,41.8,26.1,14.4,12.8,7.7,4.6,44.5,4.278543077282279,8.498715853373803,23.01540975951436,11.2,9.8,39.2,47.1,90.7,24.6,2.9,88390.0
6348,2021,2019,2122,Kenai Peninsula Borough,Alaska,5.420896291666666,3.042596348884381,3.8539553752535496,43.6105476673428,38.33671399594321,30.8,94.9,36.5,58464,27.1,37.2,40.8,108.9,0.3,3.7,2.8,9.1,50.94313453536754,3.28,80.0,,13.3,28.7,95.35991714137752,84.6,75.1,21.9,36.0,22.1,11.5,8.1,12.1,7.2,35.6,2.94698585762819,10.94651181164573,9.03452634905586,15.5,11.7,20.6,78.2,79.5,15.1,1.9,66064.0
6349,2021,2019,2130,Ketchikan Gateway Borough,Alaska,5.834958633333334,0.0,11.904761904761903,59.523809523809526,14.285714285714285,15.7,95.5,44.0,13800,23.5,34.8,39.7,105.4,0.7,4.9,1.8,9.5,47.52640355753196,3.02,58.7,,14.0,30.6,95.57245080500894,92.3,83.9,12.7,33.9,21.3,17.9,11.0,9.6,5.9,31.0,5.494659921304104,8.839235525576166,9.780775716694771,12.9,10.8,24.7,54.8,84.8,17.3,2.4,72728.0
6350,2021,2019,2150,Kodiak Island Borough,Alaska,2.920420366666667,0.0,11.76470588235294,43.69747899159664,28.57142857142857,21.4,91.1,32.4,13451,15.2,39.9,33.9,115.9,1.7,5.4,4.6,8.6,54.91668622389111,3.62,66.1,,8.9,33.4,96.15384615384616,93.6,80.4,17.3,35.1,22.5,14.4,27.0,7.8,5.6,29.0,1.4221556886227544,4.730538922155689,11.137724550898204,10.8,9.7,25.4,58.7,83.8,16.7,0.4,85839.0
6351,2021,2019,2164,Lake and Peninsula Borough,Alaska,2.3442368333333334,0.0,0.0,37.5,50.0,71.5,93.3,6.8,1393,11.3,33.6,34.8,116.3,0.3,1.5,2.7,4.7,35.15439429928741,3.69,90.5,,10.0,42.8,99.15254237288136,100.0,85.7,3.9,14.9,21.6,4.7,11.3,16.5,15.2,37.4,1.0719754977029097,6.125574272588056,23.124042879019907,7.4,6.3,58.8,88.1,65.3,8.2,0.3,44135.0
6352,2021,2019,2170,Matanuska-Susitna Borough,Alaska,5.564830108333333,0.0,2.009273570324575,32.92117465224111,44.20401854714065,25.3,94.9,42.2,105369,18.4,43.7,35.2,108.5,0.4,2.9,3.8,8.2,56.8344171445046,3.91,84.7,,12.6,32.1,95.10991905742613,86.7,78.9,20.3,31.7,24.9,14.5,6.2,10.3,9.1,33.4,3.078890868393404,8.74103512859166,8.83696496277009,11.5,7.9,19.1,82.6,86.6,14.2,2.9,75493.0
6353,2021,2019,2180,Nome Census Area,Alaska,1.6389482333333334,0.0,0.0,0.0,16.666666666666664,30.8,70.1,27.9,9988,12.0,58.7,28.3,111.3,0.1,2.7,2.7,10.2,37.23628691983122,3.71,82.1,,8.5,47.7,98.324478953821,98.9,88.7,4.4,32.5,23.6,6.3,31.0,21.5,17.2,40.3,1.7059301380991063,5.523964256701868,19.279718386135933,4.1000000000000005,21.8,46.4,80.8,74.1,7.9,0.6,61048.0
6354,2021,2019,2185,North Slope Borough,Alaska,1.3095402416666666,0.0,0.0,5.0,90.0,24.4,69.7,21.5,9792,10.2,39.1,35.2,157.2,0.2,3.4,4.8,6.2,36.17988883274381,3.77,78.5,,8.6,38.5,96.21468926553672,99.3,83.5,13.4,44.6,20.1,12.8,32.9,10.1,9.0,36.1,1.073279052553664,4.274611398963731,12.879348630643966,1.1,3.5,29.8,74.8,69.8,11.3,0.0,79306.0
6355,2021,2019,2188,Northwest Arctic Borough,Alaska,0.3436770058333333,0.0,0.0,0.0,0.0,34.6,65.9,22.1,7715,13.0,61.5,27.8,118.8,0.1,3.1,1.8,7.7,37.54874651810585,4.77,73.0,,8.5,52.0,97.3186119873817,98.5,72.0,8.0,29.3,19.4,14.5,35.6,26.1,18.2,39.1,2.290950744558992,6.49102710958381,16.49484536082474,3.1,19.1,47.3,72.1,76.7,7.9,1.2,60906.0
6356,2021,2019,2195,Petersburg Borough,Alaska,2.9205010166666665,0.0,3.7037037037037033,11.11111111111111,77.77777777777779,33.4,97.1,39.0,3257,37.9,34.3,42.8,112.3,0.4,4.5,2.8,6.6,49.3681550126369,3.36,73.1,,10.9,31.4,94.54545454545456,98.3,66.7,5.1,38.4,21.5,15.1,16.8,5.7,4.1,26.7,0.9074410163339384,6.110102843315184,5.9891107078039925,14.7,7.3,24.5,71.5,82.1,22.7,1.2,69948.0
6357,2021,2019,2198,Prince of Wales-Hyder Census Area,Alaska,3.359831475,0.0,8.641975308641975,8.641975308641975,19.753086419753085,30.9,94.2,30.3,6407,26.5,38.7,41.3,118.7,0.1,3.7,2.7,7.4,44.49599325179249,3.28,69.6,,12.6,32.3,97.14540588760036,92.7,81.9,9.1,36.1,17.1,15.6,5.7,17.3,11.3,34.2,2.106792589901925,7.737014166363966,15.256084271703596,15.1,8.1,40.5,66.9,65.8,12.6,0.5,52379.0
6358,2021,2019,2220,Sitka City and Borough,Alaska,6.768446008333334,0.0,3.883495145631068,54.36893203883495,33.980582524271846,16.0,97.7,37.7,8640,24.0,34.4,39.5,105.9,0.8,5.2,5.5,8.8,43.89625035241049,2.96,52.1,,13.0,29.0,96.85408299866133,96.0,59.1,21.1,44.1,17.9,7.3,12.4,8.7,5.0,43.4,2.8083819399438323,9.570101533808598,9.526895657809462,17.1,11.0,28.3,46.4,84.2,20.2,1.5,73682.0
6359,2021,2019,2230,Skagway Municipality,Alaska,7.51582285,0.0,0.0,66.66666666666666,0.0,37.6,94.4,13.5,1107,15.9,19.4,40.4,121.0,0.8,8.2,5.1,9.7,41.06666666666667,2.87,66.4,,12.8,37.4,98.9795918367347,98.0,81.1,34.6,38.1,27.2,24.1,11.0,6.4,6.5,28.5,1.8970189701897016,23.98373983739837,7.317073170731707,11.4,3.1,20.2,65.1,84.3,24.8,0.4,73906.0
6360,2021,2019,2240,Southeast Fairbanks Census Area,Alaska,3.9190267,6.7669172932330826,0.0,18.79699248120301,40.6015037593985,44.4,92.6,26.4,6878,23.0,45.7,36.8,121.3,0.7,4.4,5.9,9.4,55.66820276497696,3.8,86.5,,8.6,32.0,97.1789161098738,81.3,78.9,14.7,40.2,18.2,7.1,19.1,10.9,11.0,32.2,3.213138164941092,4.926811852909675,15.066047840057124,10.0,3.2,33.6,86.3,71.6,9.5,2.1,70056.0
6361,2021,2019,2275,Wrangell City and Borough,Alaska,4.9573910083333335,0.0,0.0,14.285714285714285,85.71428571428571,32.1,98.1,35.8,2502,38.8,31.9,49.4,118.5,0.3,2.7,2.7,3.6,51.6066212268744,2.93,66.8,,13.9,25.3,97.41379310344828,94.6,95.6,21.1,47.1,18.4,9.4,3.9,7.8,6.6,35.4,3.225806451612903,5.990783410138248,9.032258064516128,21.3,8.2,32.4,66.0,73.8,13.0,4.3,53894.0
6362,2021,2019,2282,Yakutat City and Borough,Alaska,4.208416916666667,0.0,0.0,40.0,60.0,47.6,90.9,16.1,649,23.2,37.0,36.9,121.5,0.0,9.8,3.3,9.0,42.00913242009132,3.57,79.0,,11.1,40.9,97.87234042553192,86.2,80.0,12.3,36.0,47.0,4.0,12.5,7.4,5.8,27.1,0.8849557522123894,9.734513274336283,32.15339233038348,18.6,2.4,50.1,79.0,71.7,19.5,1.1,71607.0
6363,2021,2019,2290,Yukon-Koyukuk Census Area,Alaska,2.416795375,0.0,0.0,24.24242424242424,24.24242424242424,54.6,84.4,28.5,5377,24.7,47.8,35.2,115.3,0.3,1.5,4.1,6.6,30.98060344827586,3.55,96.6,,8.7,48.9,98.90009165902842,98.0,92.8,10.6,31.6,22.6,7.3,13.4,25.4,17.0,35.8,0.319634703196347,5.616438356164384,21.095890410958905,6.4,10.7,53.1,96.0,42.9,8.2,0.7,41413.0
6364,2021,2019,4001,Apache County,Arizona,4.953169125,1.160541586073501,4.642166344294004,9.67117988394584,51.64410058027079,36.6,87.8,18.7,71511,25.9,47.4,35.0,96.7,0.1,0.9,2.1,3.1,38.788517755307424,4.42,69.0,,9.0,47.3,97.63875695481067,97.9,90.1,25.4,27.0,12.9,14.0,53.8,35.5,10.5,31.2,3.1847826086956523,9.081521739130435,11.445652173913045,6.4,5.2,44.9,67.9,37.9,7.7,0.7,32508.0
6365,2021,2019,4003,Cochise County,Arizona,3.5201376250000003,0.0,0.0,6.058890147225368,45.80973952434881,17.9,97.5,36.2,125867,38.3,38.5,41.1,103.3,0.9,5.0,3.6,6.8,48.58959791081075,2.91,68.4,,13.6,26.9,97.75685960344482,93.2,83.4,18.7,34.4,25.8,16.6,28.3,16.6,6.3,33.2,4.193327239488117,9.2573126142596,16.5036563071298,9.5,6.7,28.7,66.1,79.9,14.2,1.4,49260.0
6366,2021,2019,4005,Coconino County,Arizona,5.781831491666666,1.0962241169305724,6.577344701583435,38.9768574908648,36.662606577344704,28.2,93.4,44.5,141274,17.9,30.9,30.7,97.6,0.5,5.7,7.4,9.5,43.69717790376631,3.33,65.3,,9.8,46.6,96.4673660755733,95.3,95.6,70.5,37.3,25.7,12.5,24.0,17.6,7.6,37.9,3.6815324753067946,20.019455252918288,5.838072433403172,9.1,8.0,23.5,59.3,78.2,20.6,1.0,59460.0
6367,2021,2019,4007,Gila County,Arizona,4.198782333333333,0.4872107186358099,8.526187576126674,30.81607795371498,29.96345919610232,34.6,96.0,31.3,53546,55.0,38.9,50.2,98.0,0.3,2.9,5.0,8.6,46.498063340168606,2.95,70.6,,15.5,24.3,95.06220341156856,92.0,73.3,18.3,31.2,18.6,17.7,17.1,21.6,8.8,33.7,4.65899973254881,12.709280556298474,7.921904252473924,12.8,6.4,22.1,69.7,66.2,12.0,1.4,43524.0
6368,2021,2019,4009,Graham County,Arizona,1.9671874833333334,0.0,0.0,0.0,28.35820895522388,18.9,93.1,34.9,37996,23.1,45.7,33.6,115.0,0.6,3.0,7.6,5.8,49.88653898520468,3.7,69.4,,12.9,37.1,96.32881085395051,94.8,92.5,31.7,31.4,17.5,12.4,20.2,22.6,8.3,25.9,3.449328449328449,11.805555555555555,7.5015262515262515,7.9,6.5,20.1,67.9,75.9,9.9,1.0,51353.0
6369,2021,2019,4011,Greenlee County,Arizona,1.315153275,0.0,0.0,0.0,10.410094637223976,29.7,94.0,6.6,9522,20.6,46.0,34.5,109.8,0.1,3.5,9.2,4.0,54.661558109833976,3.47,66.4,,11.8,29.9,98.1373070782331,92.1,89.3,11.0,40.6,10.9,19.1,21.4,13.3,5.7,22.6,1.3953488372093024,6.744186046511628,3.901808785529716,5.8,3.3,16.0,64.8,82.2,10.4,0.0,63473.0
6370,2021,2019,4012,La Paz County,Arizona,2.389163475,1.0430247718383312,0.9126466753585396,3.389830508474576,22.685788787483705,42.7,95.1,29.2,20793,85.6,36.2,56.5,106.2,1.6,4.7,1.3,4.5,47.39995720094158,2.67,33.8,,12.2,22.3,99.05466502260585,95.4,78.7,18.6,24.9,11.3,17.7,18.0,22.4,8.9,22.5,2.2240259740259742,21.3474025974026,10.55194805194805,8.5,4.0,23.5,33.0,61.8,7.6,1.7,34643.0
6371,2021,2019,4013,Maricopa County,Arizona,14.116471416666668,4.009134737376301,8.986116649146338,34.10301953818828,39.38811759161924,10.8,95.5,38.7,4328810,24.3,39.6,36.4,97.8,0.6,3.5,0.8,12.0,47.72771787312125,3.37,71.5,,12.0,34.3,96.1054104477612,92.5,80.6,37.8,32.7,20.8,23.5,27.0,13.8,5.0,38.3,10.004844750408322,10.149655403830735,3.69627379705621,10.1,6.2,10.9,66.4,86.3,20.8,2.1,64468.0
6372,2021,2019,4015,Mohave County,Arizona,4.616167316666666,2.349624060150376,0.0,7.18984962406015,49.15413533834587,24.2,96.0,36.2,207695,55.8,33.1,51.6,102.1,0.4,6.8,1.5,10.4,47.72525866335209,2.84,64.9,,15.3,22.8,94.72062222548335,86.4,80.5,21.5,28.8,19.9,18.4,10.5,16.4,8.0,24.8,5.344704656392256,18.98480776613832,5.23364229693413,10.4,6.0,13.0,63.2,80.1,8.3,1.9,45587.0
6373,2021,2019,4017,Navajo County,Arizona,3.7641985916666667,2.676864244741874,4.875717017208412,25.717017208413,39.0057361376673,39.7,91.4,35.0,109270,31.4,48.5,37.3,100.3,0.3,1.8,5.0,7.0,45.69591311803373,3.72,69.8,,12.1,35.9,96.43186003683242,95.2,87.1,14.0,28.4,20.9,12.7,37.5,27.9,12.7,29.8,4.267544515935957,12.509352087385906,9.097710609007931,9.9,6.5,31.6,67.5,62.5,8.8,1.5,40067.0
6374,2021,2019,4019,Pima County,Arizona,6.475066825,0.6273708783192297,5.71928800700321,26.67055733878028,47.92821709950394,12.0,96.4,41.7,1027207,32.2,35.4,38.5,97.0,0.9,3.8,1.8,13.3,43.6051381260516,3.1,69.1,,12.9,34.4,96.29111883532316,90.7,89.6,44.7,37.7,22.3,16.9,28.2,16.8,7.0,37.0,5.763884377317237,11.47960383795978,5.934141757190574,10.0,7.5,16.8,62.1,85.4,18.7,1.6,53379.0
6375,2021,2019,4021,Pinal County,Arizona,4.560869416666667,0.1716527709661598,1.2996566944580676,14.76213830308975,52.47670426679745,18.9,95.9,40.4,432793,34.7,40.2,39.3,108.9,0.5,4.3,5.9,7.4,54.29370134465677,3.43,78.2,,12.9,30.9,95.3695745595187,90.2,77.3,23.6,32.2,18.0,21.9,21.2,13.2,7.1,31.0,6.886018834205757,10.339167796803508,7.306176250649564,8.4,6.5,16.5,76.7,84.0,12.9,1.4,58174.0
6376,2021,2019,4023,Santa Cruz County,Arizona,4.43194155,9.176470588235292,9.88235294117647,33.88235294117647,30.352941176470587,13.5,94.9,38.7,46480,31.2,49.4,36.7,92.0,2.0,1.2,2.3,6.0,52.5452595723207,3.39,80.2,,10.2,31.2,97.43589743589745,95.6,85.0,29.3,34.5,15.0,23.3,79.7,23.3,7.7,26.5,4.4980481267843615,9.130105459418516,8.180388044048243,12.2,8.7,19.4,75.7,73.7,13.2,1.0,41259.0
6377,2021,2019,4025,Yavapai County,Arizona,9.497578141666667,4.204398447606727,19.146183699870637,34.92884864165588,25.8732212160414,15.8,97.7,43.2,228067,58.0,31.3,53.4,95.6,0.3,4.6,3.4,8.0,51.03978208281666,2.77,70.4,,15.4,21.8,95.7498223169865,88.5,67.7,45.4,32.4,24.4,15.8,11.0,13.0,5.7,32.1,4.6900734918273,13.252382520985496,4.776400831468587,15.2,8.4,13.5,67.2,82.2,15.0,1.6,52451.0
6378,2021,2019,4027,Yuma County,Arizona,2.1802995333333333,0.0,0.0,5.896414342629482,38.56573705179283,21.1,92.5,37.4,209468,32.9,45.3,34.6,106.1,1.6,4.0,1.4,10.4,53.8318421844647,3.26,62.8,,9.3,29.2,96.77909688916844,96.3,92.2,28.0,30.0,20.8,18.2,53.2,19.4,10.0,26.3,3.906301463710262,10.612228765661436,10.12344703107914,6.4,6.6,21.0,59.4,78.3,9.8,1.1,45243.0
6379,2021,2019,5001,Arkansas County,Arkansas,1.6647358499999998,0.0,0.0,18.303571428571427,11.607142857142858,20.9,98.5,36.5,17914,32.7,39.4,40.7,91.6,0.1,1.2,3.4,8.2,45.76158056334268,2.94,73.4,,15.0,25.8,97.06180344478216,87.8,86.3,20.1,28.0,17.2,20.1,2.0,17.3,5.8,28.7,3.802136317395728,4.183621566632756,5.493387589013224,12.6,5.4,17.1,72.7,67.7,11.0,1.2,46696.0
